"rank","account","markets","incentivePoints","updatedAt","pnl","roi"
1,"dydx1vzjze6ptt6ytd9uzwxg8rqtac8e44l783u6zst","[""BTC"",""ETH"",""DOGE""]",13822.175297866665,1713176583755,10205.23053,39.43986931039453
2,"dydx18muzz9sx6uf89zv43psfqhfe6p5a9c4lmm4qtx","[""ETH"",""TIA""]",474.2751253333333,1713176583515,2491.47606,9.297680049242391
3,"dydx1y5jrh7d3qed84at6yf8hh292te668jcqyv4d93","[""SOL"",""NEAR"",""BONK""]",0,1713176583522,2651.303766,4.31898848335448
4,"dydx1705pj7esrgsd4jmqnnfexlw5zxmsysygz7gr3m","[""ETH""]",0,1713176583249,1105.682456,4.280992282774322
5,"dydx10v702f8dcw30wvpk9hffzz99r9kfwuklp3p5fk","[""ALGO"",""DOGE"",""UNI""]",178.17351999999997,1713176583651,13345.933922,3.925209783060834
6,"dydx1gshhlkg0lp6ypkj5kdeu6sj3wc2lckuuef4uc9","[""ETH""]",17.470399999999998,1713176583529,935.376139,3.733257312739223
7,"dydx14e2z0ayfw27l97gd8lfdelt55qmkstn4lque9m","[""DOGE"",""AAVE""]",42.17959999999999,1713176583195,10589.717912,3.5411472304132845
8,"dydx1fdj05quxzk75zjk4ea0l0vq6xmhxlu35d5kn0z","[""BTC"",""ETH"",""SOL"",""DOGE"",""BCH"",""SHIB""]",2033.6038687999999,1713176583995,14959.018977,3.303599288081374
9,"dydx1yyu42chd95lgvjwd0d2rqw24mndzjdcp64ex7s","[""ETH"",""BTC""]",5350.773835999999,1713176583462,4582.866424,2.9158504538350343
10,"dydx10vzkhv7dwepg24259fmyx2ep2f7j8a90qy5f6j","[""BTC"",""DOGE"",""ETH""]",3565.131797333333,1713176583651,1208.358553,2.8587308174806494
11,"dydx1k446furfwnxk36ssxqzrevdz0qkm900c3vxt79","[""ETH""]",0,1713176583483,734.397428,2.8399740336366714
12,"dydx1p53geasjxyef5y56nvegxull580mtxxhr4fjlv","[""BTC"",""DOGE"",""UNI"",""WLD"",""OP"",""SEI"",""MATIC""]",115.39559999999999,1713176583893,1732.689266,2.7979615069776775
