"rank","account","markets","incentivePoints","updatedAt","pnl","roi"
1,"dydx1hzj55ypezrfs74ud335rwzmlzzfwqkr544wkpt","[""BTC"",""ETH"",""SOL""]",15947.991049466667,1713176583849,9546.644843,7.935264705371575
2,"dydx1xgjxr0s5pnsq6cng23mgsclppqwus8lz8dkf78","[""BTC"",""ETH"",""PEPE"",""SOL"",""ATOM""]",218.83747466666665,1713176583662,3705.4051040000004,4.932883803138637
3,"dydx16plga32xs5xvhxs72aj37ld7ktalne4vvaekly","[""IMX"",""BTC""]",339.3588584,1713176583249,12421.30406,4.12550991333855
4,"dydx1h8rurly9lmsm5l7d0htz6p76w708jcrcvwcxdq","[""ALGO"",""ETH"",""PEPE"",""BTC""]",557.9339551999999,1713176583784,36891.262879,3.667094370984169
5,"dydx1ykq74jjrh7feuv2xgt4fwa3v5pna47acm02rmp","[""BTC"",""SOL"",""NEAR"",""LINK""]",1946.544273333333,1713176583618,41985.66850099999,2.680852772524837
6,"dydx16rzghgndaqjk87fecasqeqc5hjavfj72tv0tan","[""WOO"",""STRK""]",93.848,1713176583249,7534.3629,2.4242367693079467
7,"dydx1usx6mh52k7rt8w2uphsmuamukedcn4zke380jr","[""SNX"",""BTC"",""ETH""]",220.4108096,1713176583775,6884.357864,2.2570263336913556
8,"dydx1yr7ygax848sq6rmuy4wq259v875d0t07dgqd8k","[""SNX"",""HBAR"",""BTC"",""ETH""]",325.2675586666667,1713176583618,6669.4316770000005,2.192541285396751
9,"dydx1skncvcwtw35jmjfrwy5nmdlrre46qse4fjrzdy","[""BTC"",""LINK"",""MATIC"",""SOL"",""FIL"",""DOGE"",""ATOM"",""DOT"",""UNI"",""ARB"",""BLUR"",""OP"",""SHIB"",""JUP"",""JTO"",""DYM"",""STRK"",""PYTH"",""BONK""]",1103.0588353333333,1713176583771,9302.347404,2.101792598052219
10,"dydx12ll7fdlzklrux7gkk43dnt44lxar3hnlgzw934","[""SNX"",""ETH""]",113.97666666666666,1713176583394,6327.7861840000005,2.0912567899917147
11,"dydx1e25nna625snwun7ld3p3ma0mzgqs227lgquj24","[""BTC"",""SOL"",""ETH""]",25.656066666666664,1713176583888,11395.951124,1.9758259580407953
12,"dydx1a3kmc66m3ftay4jd048vm32dt20v4jdyuekh9u","[""BTC"",""ETH"",""LINK"",""SOL""]",11640.521215866665,1713176583882,5869.770622999999,1.9480920237530723
13,"dydx1dszd4n57e8zedn2f9u6h2wng8vam0vemmyh27d","[""MATIC"",""DOGE""]",84.852,1713176583337,855.3255040000001,1.7420048232441045
14,"dydx13p3qy9x27mjf0jfww54xka2xywde28nvk6x5ax","[""BTC"",""ETH"",""MATIC"",""SOL"",""UNI"",""NEAR"",""WLD"",""PEPE"",""BONK"",""RNDR""]",20085.451130133333,1713176583702,15509.519932,1.6284575610594407
15,"dydx1p04v70cdw2m4k699nvnvma77u7mz3tj0vf77jw","[""IMX"",""SNX"",""ETH"",""DOGE"",""PEPE"",""ATOM""]",732.9879999999999,1713176583893,12595.646212,1.5546273102602488
16,"dydx1k9csrqxs5jaxspkyl92de00tf4mwuvhqhf2s9a","[""AEVO"",""DOGE"",""TRX"",""MKR"",""SHIB"",""XRP"",""HBAR""]",3.19936,1713176583799,863.0413510000001,1.3063931250091656
17,"dydx1sdhujetjxq5ev3vmgyqpx63r8ej58793a59xcv","[""BTC"",""ETH"",""MATIC"",""SOL"",""ADA"",""LTC"",""BCH"",""MKR"",""ETC"",""ARB"",""OP"",""XRP"",""BNB""]",0,1713176583771,9519.652569,1.240203065806712
18,"dydx1a9xc74ek0443vm03lygpajvcwp6atya7ss36p4","[""WOO"",""BTC"",""SOL"",""SHIB"",""BONK""]",63.97942933333333,1713176583415,642.524394,1.1882956856406457
19,"dydx1u4up78lpppuua56vlsvnhqctcw2emgsxqc0ty6","[""BTC""]",788.9180586666666,1713176583933,19115.466887000002,1.163008499215796
20,"dydx1qzuaz2qq75wkkavlrzhj9wx4yte8lcjxhwa6zf","[""ETH"",""LINK"",""DOGE"",""WLD"",""ARB""]",584.1351359999999,1713176583743,17541.5968,1.0823725574233858
21,"dydx1svpmvf99h6mmyfxz3cjwqps9unp9dyhukln2ar","[""ETH""]",0,1713176583537,1755.1639729999997,1.0765740056311164
22,"dydx1m2e4qm73xpxgnew2t4xywypkr3ef5jj6szkrm5","[""BTC"",""ETH"",""SOL""]",0,1713176583450,1544.0377540000002,0.9591416099719129
23,"dydx1c37ug42g2pyyk47gwe9h909wq0x5k29pptaueg","[""SOL""]",7.295,1713176583874,6706.894267,0.901872337156162
24,"dydx132nfkz5sl30y5693qga75zrpf8ktegu4q72e4r","[""AXL"",""SNX"",""RUNE"",""IMX"",""GRT"",""WOO"",""HBAR"",""BTC"",""ETH"",""LINK"",""MATIC"",""CRV"",""SOL"",""AVAX"",""FIL"",""DOGE"",""UNI"",""NEAR"",""APT"",""ARB"",""OP"",""PEPE"",""SEI"",""SHIB"",""TIA"",""JUP"",""AAVE"",""BNB"",""JTO"",""ICP"",""DYM"",""STRK"",""PYTH"",""STX"",""INJ"",""DOT"",""XRP""]",585.3420793333332,1713176583867,10894.837076,0.8989861001785001
25,"dydx1645vjzfgpzvglrh5pafwvsazrf6xk0s7yykuj3","[""TIA""]",41.219139999999996,1713176583842,11766.530408,0.8892475179168485
